"@authors","Translator: Lauren Lim(Karma_L)"
"zn-abomination-4","맨 나중에서야 우리들은 [우리가 $name 을/를 잃었다는 것을 깨달았다|$name 이/가 우리들 사이에 있지 않다는 것을 알아차렸다|우리가 한 사람이 부족하다는 사실을 알아차렸다, $name 이다!]. $그는 [다시는 볼 수 없었다|잊혀지지 않을 것이다]."
"zn-abomination-name","괴인"
"zn-abomination","$name 이/가 입은 [상처는|부상은] [도망갈 수 없을 정도로 심했다|도망치는 것을 방해했다]. [내가 할 수 있었던 일은 없었고|나는 어찌할 수 없었고] [부상자를 남겨두고 가야만 했다|부상자를 버리고 가야만 했다]."
"zn-angryLizards-name","분노한 도마뱀 인간"
"zn-angryNatives-name","분노한 원주민"
"zn-butterflies-name","나비"
"zn-crocodile-name","악어"
"zn-desertStorm-name","모래폭풍"
"zn-desertStorm","나는 [무시무시한|위험한|경외스러운] 모래폭풍에 의해 둘러싸였고 방향감각을 상실하는 바람에, 며칠동안 헤메여야만 했다."
"zn-elephant-name","코끼리 무리"
"zn-giantBird-name","거대 새"
"zn-giantCrab-name","거대 게"
"zn-giantSpiders-name","거대 거미"
"zn-hyena-black-name","하이에나 스나프래틀"
"zn-hyena-name","하이에나"
"zn-mosquito-name","모기"
"zn-panther-name","흑표범"
"zn-raptor-name","랩터"
"zn-giantScorpion-name","거대 전갈"
"zn-anm-sabertooth-title","검치호랑이"
"zn-tiger-white-name","백호"
"zn-trex-name","티라노사우루스 렉스"
"zn-triceratops-name","트리케라톱스 무리"
"zn-zombiePygmy-name","좀비 피그미"
"sp-bird-name","이사벨라 버드"
"sp-burton-name","리처드 프랜시스 버턴"
"sp-burton-shortname","리처드 F. 버턴"
"sp-crowley-name","알레이스터 크롤리"
"sp-curie-name","마리 퀴리"
"sp-darwin-name","찰스 다윈"
"sp-earhart-name","아멜리아 에어하트"
"sp-fortune-name","디온 포춘"
"sp-rasputin-name","그리고리 라스푸틴"
"sp-ee-preacher-title","설교자"
"sp-rasputin","마치 마법과도 같은 치유 능력을 가진 카리스마 있는 신비한 방랑자입니다."
"sp-garvey-name","마커스 가비"
"sp-huizinga-name","요한 하위징아"
"sp-kingsley-name","메리 킹슬리"
"sp-lovecraft-name","H. P. 러브크래프트"
"sp-lovelace-name","에이다 러브레이스"
"sp-neel-name","알렉산드라 다비드-넬"
"sp-selous-name","프레데릭 코트니 셀루스"
"sp-selous-shortname","프레데릭 C. 셀루스"
"sp-stark-name","프레야 스타크"
"sp-tesla-name","니콜라 테슬라"
"sp-tubman-name","헤리엇 터브먼"
"act-attackZone-action","$zone 을/를 공격한다!"
"anm-dog-buckwheat-title","벅윗"
"anm-dog-buckwheat","벅윗은 앨리슨 오팅의 놀라운 애완동물입니다."
"base-alert","새로운 모험이 기다립니다!"
"base-attack","공격!"
"base-mounted","탑승함"
"base-lockChar","$val 이/가 잠겼습니다!"
"base-unlockChar","$val 이/가 잠금해제되었습니다!"
"base-unlockSite","새로운 세계를 발견했습니다!"
"bonus-animalCapacity","동물 운송량"
"bonus-blocksRegen","체력 재생을 멈춤"
"bonus-blocksLevelUp","진급을 막음"
"bonus-cocaBonus","코카인 San수치"
"bonus-combatRoll","전투 주사위"
"bonus-combatSanity","전투시 얻는 San수치"
"bonus-compass","나침반 정확도"
"bonus-dynamiteBonus","다이너마이트 폭발 범위"
"bonus-flareRadius","조명탄 범위"
"bonus-flareRange","조명탄 사거리"
"bonus-gunDamage","총기 피해량"
"bonus-health","최대 체력"
"bonus-healthRegen","체력 재생 수치"
"bonus-infection","감염 확률"
"bonus-loyaltyBoost","충성도 부스트 확률"
"bonus-mapScore","추가 지도 점수 획득"
"bonus-maxSanity","최대 San수치"
"bonus-mushroomSanity","버섯이 주는 San수치"
"bonus-natureSanityBonus","자연경관이 주는 San수치"
"bonus-perTrip","이동 시 마다"
"bonus-revealDist","멀리 떨어진 지역을 밝힘"
"bonus-sanityRisk","정신붕괴 확률"
"bonus-startStanding","시작 시 평판"
"bonus-taxonomySanity","나비 수집 시 얻는 San수치"
"bonus-viewDist","시야"
"bonus-villageSanity","마을 휴식시 얻는 San수치"
"bonus-whisky","위스키가 주는 San수치"
"bonus-zoneChance","추격 확률"
"bonus-noStack","(겹쳐 쌓을 수 없습니다)"
"ch-loyalty","충성도"
"cl-feelingBetter","[기분이 좀 낫군!|더 좋아진 거 같아!|휴우!|다시 활기를 찾은 거 같아.]"
"cl-hallucinations-1","[뭘 기대한 겁니까?|저기엔 아무것도 없다고 말했잖아요!|아무것도 보이지 않는데요.|헛것을 보고 있군요.]"
"cl-hallucinations","[어디갔지?|하지만 뭔가 봤는데!?|분명히 여기서 뭔가 봤다구요!]"
"cl-item-claimFlag-fail","[이 장소가 아닌 거 같아요.|우린 표시된 지역들 중 한 곳에 깃발을 꽂아야 해요.|여기가 아냐!|여기에 깃발을 꽂으면 안돼요.|여긴 잘못된 장소인게 확실해요.|지도를 보세요, 여긴 잘못된 장소예요.]"
"cl-item-claimFlag-success","[끝내주는군.|또다른 깃발이 있어야 할 곳으로 돌아왔네요.|이걸로 될 겁니다.|좋아, 모두들 수고했어요!|거의 다 됐습니다!|이 일이 너무 좋아.|누가 이런 일에 신경쓸지 궁금하군.]"
"cl-item-genericFood","[흠... 흥미롭군!|이거 먹을 수 있는 거 맞죠?|이런 음식은 처음 먹어보네.|이거 얼마나 더 있지?|하나 더 먹어도 됩니까?|닭고기 맛이 나네.|음, 아주 맛있군.|드디어 뭔가 먹을게 생겼어!|얼마간 도움이 되겠네요.|더 먹어도 돼요?|야, 이거 맛있는데!|이거 좋군!|얼마나 씹고 있으면 될까?|원래 이런 맛이 나는 음식이었나?|이거 먹으면 알러지 생길 거 같아.]"
"cl-monsterDen-initiative","[우리는 할 수 있어!|좋아, 해냈다!|놀랐지, 빌어먹을 놈들아!|지옥을 보여주자!|돌격!!|이걸 기다려왔지!]"
"cl-poisonGas","[독가스다!|여기서 당장 나가야 해!|숨을 못쉬겠어!|우린 다 죽을거야!|당신이 우릴 다 죽이고 있잖아요!|이 가스가 우릴 죽일거야!|이 독구름에서 벗어나야 돼!|독구름이다!]"
"combat-buffDuration","라운드 남음"
"combat-stunDice","기절한 주사위"
"emy-polarBear-name","북극곰"
"emy-sabertooth-name","검치호랑이"
"emy-walrus-name","거대 바다코끼리"
"emy-wolf-arctic-name","북극 늑대"
"emy-yeti-name","설인"
"fxt-claimFlag-name","깃발"
"fxt-claimPosition-name","거점 지역"
"fxt-mammothGraveyard-name","매머드 무덤"
"generic-accept","수락"
"generic-ignore","무시"
"generic-refuse","거절"
"generic-back","돌아가기"
"generic-abort","취소"
"help-loyalty","이 캐릭터가 탐험대의 리더십에 대해 어떻게 생각하는지를 보여줍니다. 낮은 충성도는 더 많은 문제를 일으킵니다."
"it-bloodCrown-name","피의 왕관"
"it-bloodCrown","사악하고, 불길한 왕관입니다."
"it-claimFlag-name","깃발"
"it-claimFlag","거점확보를 위한 깃발입니다."
"it-mammothTusk-name","매머드 상아"
"it-muktuk-name","묵툭"
"it-muktuk","북극 원주민들의 전통 음식입니다. 얼린 고래 껍질과 지방으로 만들어졌습니다. 다소 고무를 씹는 듯한 느낌이 날 수 있습니다."
"it-mushroom-capacity-name","노란 버섯"
"it-mushroom-capacity","이 이상한 버섯은 향이 없고 매우 질깁니다. 근육을 재활성화하는 효과가 있는 듯합니다."
"it-obsidianMirror-name","흑요석 거울"
"it-obsidianMirror","매우 윤기가 나는 검은 흑요석 거울입니다."
"it-pistol-improved-name","시그니쳐 권총"
"it-pistol-improved","금도금이 되어 있고 이름이 새겨진 특별한 권총입니다. 전투 시 사용합니다. 특별한 주사위 연계가 가능합니다."
"it-polarStation-meta-ticket-1-name","3 x 티켓"
"it-polarStation-meta-ticket-2-name","7 x 티켓"
"it-polarStation-meta-ticket-3-name","15 x 티켓"
"it-polarStation-ticket-name","티켓"
"it-polarStation-ticket","북극의 기지에서 사용하는 거래용 표입니다."
"it-rifle-improved-name","시그니쳐 장총"
"it-rifle-improved","금도금이 되어 있는, 개조된 아름다운 사냥용 장총입니다. 전투 시 사용합니다. 특별한 주사위 연계가 가능합니다."
"it-sabertooth-name","검치호랑이 이빨"
"it-sabertooth","검치호랑이의 매우 커다란 이빨입니다. 물물교환하기 좋습니다."
"it-sextant-name","육분의"
"it-sextant","시야에 보이는 두 물체 사이의 거리를 측정할 수 있는 측량 도구입니다."
"it-shotgun-improved-name","시그니쳐 산탄총"
"it-shotgun-improved","장인의 손길이 담긴 금도금한 산탄총입니다. 전투 시 사용합니다. 특별한 주사위 연계가 가능합니다."
"it-snowshoe-name","설상화"
"it-snowshoe","눈이 많이 쌓인 지역을 쉽게 이동하게 해줍니다."
"it-teleportDevice-name","순간이동 장치"
"it-teleportDevice","이미 방문했던 장소로 먼 거리를 이동하게 해주는 이상한 장치입니다."
"it-telescope-name","망원경"
"it-telescope","먼 거리의 물체를 관찰하는 것을 도와주는 광학 도구입니다."
"it-treasure-beauty-name","황금 미인상"
"it-treasure-beauty","아름다운 여성 모습을 한 조각상입니다. 원주민들이 그녀를 숭배한 것으로 보입니다."
"it-tusk","인상적이고 잘 보존된 상아입니다."
"it-wadjetEye-name","호루스의 눈"
"it-wadjetEye","이 우제트 펜던트는 착용자에게 주변 지역에 대한 신묘한 지식을 제공합니다"
"it-walrustooth-name","바다코끼리 상아"
"it-walrustooth","바다코끼리의 거대한 상아입니다. 물물교환하기 좋습니다."
"it-yetiPaw-name","설인 발바닥"
"it-yetiPaw","절단된 설인의 발바닥입니다. 물물교환하기 좋습니다."
"item-help-use","좌클릭으로 사용합니다."
"item-help-move-not-use","우클릭으로 옮깁니다."
"outro-newWorldFame","새로운 세계 보너스"
"pk-gunExpert-title","총기 전문가"
"pk-gunExpert","총기를 사용할 때 추가 피해를 줍니다."
"pk-loyaltyBuff-1-title","재치있는 성격 1"
"pk-loyaltyBuff-2-title","재치있는 성격 2"
"pk-loyaltyBuff-3-title","재치있는 성격 3"
"pk-loyaltyBuff-4-title","재치있는 성격 4"
"pk-loyaltyBuff","정기적으로 모든 여행 동료들의 충성도를 높입니다."
"pk-mountainTrooper-1-title","산악 가이드 1"
"pk-mountainTrooper-1","언덕을 횡단할 때 필요한 이동 비용이 감소합니다."
"pk-mountainTrooper-2-title","산악 가이드 2"
"pk-mountainTrooper-3-title","산악 가이드 3"
"pk-mountainTrooper-4-title","산악 가이드 4"
"pk-tacticalMastery-title","전략의 달인"
"pk-tacticalMastery","전투 시 주사위 굴림 기회가 하나 추가됩니다."
"pl-mountainTrooper-title","산악병"
"pl-mountainTrooper","산악병입니다."
"pl-yeti-title","설인"
"pl-yeti","그렇습니다, 설인입니다."
"sp-amundsen-name","로알 아문센"
"sp-amundsen-title","극지 탐험가"
"sp-amundsen","남극 탐험의 영웅적인 시대상을 관통하는 전설적인 탐험대장입니다."
"sp-lovelace-unlock","단 한번의 전투 없이 3위 이내로 게임을 클리어하세요."
"st-arcticClaim-1","북극 탐험 지역에서 깃발이 하나 더 필요"
"st-arcticClaim-2","북극 탐험 지역에서 깃발이 두 개 더 필요"
"st-arcticClaim-3","북극 탐험 지역에서 깃발이 세 개 더 필요"
"st-arcticClaim-4-title","북극 정복"
"st-arcticClaim-4","북극 탐험 지역에서 네 개의 깃발을 세우기"
"st-arcticClaim-complete","당신은 모든 깃발들을 세웠습니다."
"st-followed-natives-title","미행 중"
"st-followed-natives","당신은 누군가가 따라오는 것을 느꼈습니다."
"st-hallucinations-title","환각"
"st-hallucinations","실제로는 아무것도 없는 곳에서 환각이 보입니다"
"st-hearingLoss-title","청각 상실"
"st-jungleFever-title","정글 열병"
"st-jungleFever","메스꺼움, 설사, 구토, 두통이 포함된 증상을 보입니다."
"st-malaria-title","말라리아"
"st-malaria","발열, 피로, 구토, 두통이 포함된 증상을 보입니다."
"st-minorPoisoning-title","약간 중독됨"
"st-minorPoisoning","메스꺼움과 구토를 포함한 증상을 보입니다."
"st-mushroom-capacity-title","힘세고 강한 느낌"
"st-mushroom-noAngry-title","기분좋음"
"st-pneumonia-title","폐렴"
"st-pneumonia","폐에 염증이 생겼습니다."
"st-rabies-title","광견병"
"st-rabies","폭력적인 행동, 물 공포증, 혼란, 공격성이 포함된 증상을 보입니다."
"st-scurvy-title","괴혈병"
"st-scurvy","허약, 피로, 사지의 통증이 포함된 증상을 보입니다."
"st-sledding-title","썰매를 탐"
"st-sledding","난 썰매 위에 있다고!"
"st-sprained-title","발목 접질림"
"st-viewingLoss-title","시각 상실"
"st-zeroSlot-title","추가 캐릭터"
"st-zeroSlot","캐릭터 슬롯을 차지하지 않습니다."
"status-days","남은 일수"
"status-trips","남은 이동 횟수"
"tl-arctic-chasm","크레바스"
"tl-arcticSea","북극해"
"tl-crystalForest","수정 숲"
"tl-deepSnow","깊이 쌓인 눈"
"tl-frozenPlains","얼어붙은 평지"
"tl-glacier-water","빙하"
"tl-packIce","유빙"
"tl-snowForest","눈 쌓인 숲"
"zn-poisonGas-name","독가스 구름"
"zn-snowStorm-name","눈폭풍"
"evt-action-nothing","아무것도 하지 않는다"
"evt-altar-corrupted-approach","[나는 사악한 제단에 다가갔다|나는 죽은 숲을 지나 마침내 제단의 조각에 다다랐다|무언가가 나를 이끌었고, 어떤 힘이 내가 제단 쪽으로 점점 가까이 가는 것을 원했다|내 머릿속에서는 제발 돌아가라고 애원하는 목소리가 들렸지만 나는 그것을 무시하고 어두운 제단으로 나아갔다]. [모두를 죽이라고? 왜 내가 그래야 하지? 왜 내가 이런 생각을 하는 거지?|말도 안돼. 웅덩이가 피로 가득 차 있었다. 왜 피가 굳어있지 않았던 거지!?|웅덩이에 담긴 피는 자연스러워 보이지 않았다.|웅덩이에 고인 피는 인신공양을 떠올리게 한다. 놀라서 눈을 뗄 수가 없다!|웅덩이에 고인 피에서는 끔찍한 냄새가 났다.|나는 빨간 액체에 일렁이는 공포에 질린 얼굴을 볼 수 있었다.|돌아가, 돌아가, 제발 돌아가자고 생각했지만, 그럴 수 없었다.] [웅덩이 안에서 나는 어떤 물체를 볼 수 있었다. 왕관이었다. 나는 왕관으로 다가갔다|나는 피 웅덩이 속에 팔을 밀어넣어야만 했다. 팔을 뺐더니 내 손에 왕관이 쥐어져 있었다|나의 옷가지에서 피를 닦아내는 것은 많은 노력을 필요로 했지만, 어쨌든 나는 이 이상한 왕관을 웅덩이에서 찾아냈다|나는 그곳에 닿는 것을 원치 않았지만, 어느새 팔을 뻗어 꺼내고 있었다. 그 왕관을|나는 이어진 일들이 별로 자랑스럽지 않다|나는 내가 웅덩이에서 찾은 것을 말하지 않는 것이 좋다고 생각했다|내가 붉은 액체 속에서 왕관을 찾아냈을 때 나는 머릿속에서 목소리를 들었다, 희생자들의 목소리를 말이다|나는 여기 오지 말았어야 했다, 이 저주받은 물건을 찾지 말았어야만 했단 말이다.|모든 것이 지금보다 악화되어 갔다].   "
