"@authors","Rômulo Wehling Magalhães, Macalango"
"st-kleptomania-idol","$name [agia|comportava-se] distante e parecia [usar todas as oportunidades para ficar só|estar no mundo da lua|fantasiar bastante]. Eu [observei|segui] $him [secretamente] e notei com [choque|horror|desapontamento] que $he estava acariciando um ídolo de pedra."
"st-kleptomania-title","Cleptomania"
"st-kleptomania","Não consegue resistir à vontade constante de roubar objetos."
"st-konrad-title","Encontrar Konrad, o desertor"
"st-konrad","Encontre o fugitivo em uma aldeia nativa."
"st-lepidopterophobia-title","Lepidopterofobia"
"st-lepidopterophobia","Medo de borboletas e traças."
"st-letter-title","Entregar Carta"
"st-letter","Entregue a carta à aldeia nativa."
"st-mangoes-title","Amante da mangas"
"st-mangoes","Encontre mangas e as traga para casa, uma senhora nobre prometeu pagar bem por elas."
"st-missionary-title","Escoltar Missionário"
"st-missionary","Escolte o missionário para a vila nativa."
"st-mount-1-title","Montagem Lenta"
"st-mount-1","Viajar na garupa de um animal aumenta enormemente o conforto. Custo base de sanidade para viajar reduzido."
"st-mount-2-title","Montagem Média"
"st-mount-3-title","Montagem Rápida"
"st-nausea-title","Náusea"
"st-nausea","Sofre de náusea e vômito."
"st-overburden-title","Sobrecarregado"
"st-overburden","A expedição está sobrecarregada com inventório."
"st-paranoid-title","Paranoico"
"st-paranoid","Sofre de uma desconfiança geral dos outros."
"st-portalReturn","Minha visão ficou embaçada. Esfreguei meus olhos e quando olhei de novo para cima, estava de volta onde eu originalmente pisara no terrível portal."
"st-promiseSpouse-title","Mantenha sua promessa"
"st-promiseSpouse","Fui solicitado a cuidar de um cônjuge no meu retorno."
"st-pyromaniac-title","Piromaníaco"
"st-pyromaniac","Tem um estranho fascínio pelo fogo."
"st-racist-title","Racista"
"st-racist","É preconceituoso e mostra comportamento agressivo em relação a membros de outra raça ou herança cultural."
"st-rash-title","Erupção cutânea"
"st-rash","Uma doença desagradável."
"st-renounced-title","Renunciado"
"st-renounced","Renunciou qualquer apoio a você depois de terminar esta expedição."
"st-schroedinger-title","Encontre a caixa misteriosa"
"st-schroedinger","Um cientista encarregou-nos de desenterrar uma caixa misteriosa que se diz ter sido enterrada no local marcado em um mapa que ele nos deu. "
"st-sexist-title","Sexista"
"st-sexist","É preconceituoso contra pessoas do sexo oposto."
"st-superstitious-title","Supersticioso"
"st-superstitious","Sofre de um medo irracional do que é desconhecido ou misterioso."
"tile-aggrochance","Risco de Agressividade: $val%"
"tile-elevated","Posição elevada"
"tile-impassable","Intransponível"
"tile-impassableregion","Região intransponível!"
"tile-newregion","Nova região descoberta!"
"tile-region","Região"
"tile-seeking","Agressivo durante $val dias"
"tile-sleeping","Dormindo durante $val dias"
"tile-travelcost","Custo de viagem"
"tile-traveldays","Dias de Viagem"
"tile-unknown","Desconhecido"
"tile-generating","Gerando"
"tip-10","Saquear pode ter efeitos secundários negativos."
"tip-11","Você também pode selecionar ações do diário pressionando teclas numéricas no teclado."
"tip-12","Dar objetos quando estiver negociando com aldeões nativos aumentará sua reputação."
"tip-13","Você perde o jogo se todos os seus dados forem eliminados em combate."
"tip-14","Dados vibrando sugerem combinações disponíveis ​​em combate."
"tip-15","Cada explorador começa com sua própria lista de equipamentos personalizados."
"tip-16","Para descansar nas missões, ter um padre no seu grupo seria de grande ajuda."
"tip-17","É possível desmarcar os dados que você já escolheu em combate."
"tip-18","Evite montanhas magnéticas, pois elas confundem sua bússola."
"tip-19","Leia atentamente os textos ao entrar em santuários, eles podem conter dicas sobre o que esperar."
"tip-1","Dirija-se a aldeias e maravilhas naturais para reabastecer a sanidade de sua expedição."
"tip-20","Promover o seu artista aumentará grandemente o valor das pinturas criadas."
"tip-2","Alguns itens podem fornecer fama extra quando levados para casa ou entregues a uma missão."
"tip-3","Mantenha sua reputação sob controle e não exagere da hospedagem."
"tip-4","Clicar no último waypoint fará com que sua expedição viaje até ele."
"tip-5","Clique com o botão direito para remover todos os waypoints colocados novamente."
"tip-6","Você pode arrastar e soltar os waypoints já colocados com o mouse."
"tip-7","Viajar tem um custo base fixo. Viajar longas distâncias é mais eficiente."
"tip-8","O uso de alguns itens pode ter efeitos secundários negativos."
"tip-9","Você pode pular o texto do diário clicando no diário."
"tip-21","Mapas de tesouros levarão você a escavar lugares com itens valiosos."
"tip-22","Existem certos padrões ocultos na paisagem, apontando para locais específicos."
"tip-23","Você pode montar seus animais de carga para usá-los em combate e diminuir os custos de movimentação, porém perderá a capacidade de carga."
"tip-24","Você pode aumentar sua estadia nos mundos do portal através de um dos itens mais misteriosos."
"tip-25","As mangas vão estragar se você não as comer rápido o suficiente."
"tip-26","Instrumentos musicais oferecem diferentes benefícios e opções estratégicas."
"tip-27","Se você pretende lutar, traga alguns kits de primeiros socorros."
"tip-28","Saiba para onde você está indo e sempre traga o equipamento certo para a região."
"tip-29","A antropologia pode ajudá-lo a ganhar mais fama e fundos adicionais."
"tip-30","Se tudo der errado, use um balão de emergência para evacuar e minimizar as perdas."
"tl-beach","Praia"
"tl-cactusForest","Floresta de Cactos"
"tl-corrupted-jungle-light","Selva leve corrompida"
"tl-corrupted-jungle-thick","Selva densa corrompida"
"tl-corrupted-mountain","Montanha Corrompida"
"tl-corrupted-plains","Planícies corrompidas"
"tl-corrupted-river-shallow","Rio raso corrompido"
"tl-corrupted-river","Rio corrompido"
"tl-corrupted-stoneForest","Floresta de pedra corrompida"
"tl-desert","Deserto"
"tl-dry-jungle-light","Selva de terras áridas leve"
"tl-dry-jungle-thick","Selva de terras áridas densa"
"tl-dry-stoneForest","Floresta de rochas"
"tl-dry","Terras secas"
"tl-giantMushrooms","Cogumelos gigantes"
"tl-grass-bushes","Arbustos"
"tl-grass","Pastagens"
"tl-hill","Colinas"
"tl-jungle-light","Selva aberta"
"tl-jungle-thick","Selva fechada"
"tl-mountain","Montanha"
"tl-pit-desert","Poço sem fundo"
"tl-plateau","Planalto"
"tl-river-shallow","Rio raso"
"tl-river","Rio"
"tl-scorchedEarth","Terra queimada"
"tl-sulfur-shallow","Lago de enxofre raso"
"tl-sulfur-swamp","Pântanos de enxofre"
"tl-sulfur","Lago Sulfuroso"
"tl-swamp","Pântanos"
"tl-void","Vazio"
"tl-volcano-active","Vulcão ativo"
"tl-volcano-inactive","Vulcão inativo"
"tu-cameraMove","Bem-vindo ao tutorial do The Curious Expedition! Arraste o mapa mantendo pressionado o botão esquerdo do mouse e movendo-o."
"tu-cameraZoom","Aumente ou diminua o zoom usando a roda do mouse ou pressionando + ou - no teclado."
"tu-combatAttack","Este dado pode desencadear um ataque por conta própria. Você pode acionar qualquer combinação de dados, desde que tenha rolado as faces adequadas. Vamos acionar o ataque!"
"tu-combatAttackEnemy","É a vez dos inimigos agora. Eles estão atacando você!"
"tu-combatBlock","Você selecionou dois dados que formam uma combinação válida. Cada combinação tem um efeito diferente. Uma face de MENTE e outra de ESCUDO permitem acionar o combo VANTAGEM TÁTICA, permitindo que você aumente sua defesa. Acione a combinação clicando no botão grande."
"tu-combatDone","Foi por pouco! O inimigo agora estará passivo por alguns turnos. Continue em direção ao ponto de interrogação."
"tu-combatEndRound","Como você viu, você pode acionar várias combinações por rodada, mas agora você não tem mais nenhum dado. É hora dos inimigos reagirem. Clique no botão Finalizar Rodada."
"tu-combatFlee","Contanto que você não tenha rolado nenhum dado, você também pode tentar fugir. Esses inimigos são um pouco fortes demais para nós. Clique no botão Fugir."
"tu-combatPinFirst","Você rolou as faces EQUILÍBRIO e MENTE. Esta não é uma combinação válida. Mantenha a face da MENTE clicando nela."
"tu-combatPinSecond","Você encontrou uma combinação válida. Possíveis combinações são acentuadas pelos dados vibrando. Clique no ESCUDO para selecionar o dado."
"tu-combatPinThird","Você também rolou uma face de ESPADA no dado vermelho. Selecione agora."
"tu-combatReroll","Você pode rolar novamente todos os dados que você não manteve. Clique no botão ROLAR."
"tu-combatRoll","Você está sendo atacado! O sistema de combate funciona rolando dados e combinando-os em ataques. Comece clicando no botão ROLAR."
"tu-compass","Felizmente o tigre se foi. A bússola no canto superior esquerdo apontará na direção da Pirâmide Dourada. No entanto, inicialmente sua precisão é muito ruim. Explore um pouco mais para melhorá-la. Existe outro ponto de interrogação. Vá descobrir o que é."
"tu-itemUsage","Você pode restaurar sua sanidade através de vários meios, como descansar em determinados lugares ou usar alguns itens. Clique com o botão esquerdo nas rações de chocolate na parte inferior da tela para consumi-las agora."
"tu-movement","Mova o mouse sobre os campos para ver uma prévia da viagem. Clique com o botão esquerdo para definir um destino. Clique no seu último destino para começar a se mover ou use o botão ""Viajar"" no centro inferior da tela. Clique com o botão direito do mouse para remover os destinos. Mova-se para o interior agora."
"tu-noSanity","Sua sanidade está bastante baixa. Você pode se mover com 0 de sanidade, no entanto, isso fará com que eventos ruins aconteçam e, em última instância, causará a falha da sua expedição. Mova-se um pouco mais com zero de sanidade."
"tu-oldCamp","É um antigo acampamento! Quando estiver no campo ou ao lado de um local, você poderá visitá-lo. Aproxime-se e interaja clicando no botão “Explorar” no centro inferior da tela."
"tu-oldCampSearch","Vasculhe o antigo acampamento e pegue todos os itens."
"tu-overburden-1","Você está sobrecarregado. O quanto você pode carregar depende da capacidade de suas unidades. Você ainda pode se mover, mas sua perda de sanidade aumenta muito ao viajar. Clique com o botão direito na tocha."
"tu-overburden-2","Você não vai precisar dessa tocha, confie em mim. Clique no símbolo da caixa à direita do inventário para soltar a tocha."
"tu-overburden-3","Agora que você não está mais sobrecarregado, é hora de ir em direção ao ponto de interrogação. Sinta-se à vontade para consumir alguns de seus suprimentos para recuperar a sanidade antes de se locomover."
"tu-promote-1","Muito bom, você encontrou todos os locais dentro desta região. Isso lhe concede um ponto de região, que pode ser usado para aumentar a classe de uma de suas unidades. Agora clique em uma unidade com um + verde para promovê-lo."
"tu-promote-2","Promover uma unidade a tornará mais eficaz e aumentará sua lealdade para com você. Agora que você terminou de promover, explore o santuário que acabou de encontrar."
"tu-questionMark","Pontos de interrogação indicam um local para visitar. Através da experiência, você aprenderá a ler os padrões que cercam os locais. Mova-se entre dois campos para descobrir o tipo de localização."
"tu-recruiting","Agora que sua reputação foi melhorada, é hora de recrutar um aldeão."
"tu-recruitingSelect","Você pode inspecionar os atributos de cada personagem passando o mouse sobre seu nome ou imagem. Escolha o seu novo membro de expedição."
"tu-sanity","Toda vez que você se move alguma sanidade é perdida. Cada movimento tem um custo de sanidade básico, portanto tente se mover em distâncias maiores para ser efetivo. Continue viajando para o interior."
"tu-ship-1","Você conseguiu chegar ao navio, muito bem. Sua tripulação e equipamentos estiveram esperando por você aqui."
"tu-ship-2","Agora é hora de encontrar o que você realmente está a procura: a Pirâmide Dourada! Ela está escondida em algum lugar deste mapa e é o objetivo principal de cada expedição. "
"tu-shipSpawn","Os aldeões lhe contaram sobre um peixe gigante de madeira - talvez seja onde seu navio se encontra. Vá em direção ao novo ponto de interrogação."
"tu-shrine-1","Santuários são lugares sagrados das tribos que vivem em cada área de expedição. Aqui você será capaz de encontrar artefatos valiosos, mas levá-los irá reduzir drasticamente a sua reputação em relação aos nativos."
"tu-shrine-2","Você não precisa saquear santuários e roubar artefatos sagrados para jogar este jogo. No entanto, por uma questão de demonstração, faça isso agora."
"tu-shrine-3","Whoops, este pode ter sido um mau conselho. Além de consequências negativas com os nativos, pilhar santuários também desencadeará maldições antigas, como está explosão vulcânica."
"tu-standing","Você pode ver a sua reputação local à direita da sua barra de sanidade agora. Sua reputação mudará dependendo de suas ações. Se a sua reputação estiver muito baixa, você não poderá recrutar nativos ou descansar na aldeia. Vamos comercializar com os aldeões para aumentar sua reputação."
"tu-tradingBasic","Você pode ver o que eles têm para oferecer na barra superior. Por enquanto, você só quer aumentar sua reputação com os aldeões. \n \n Ofereça todas as bolinhas do seu inventário clicando com o botão direito do mouse."
"tu-tradingStanding","Você está oferecendo mais do que você está pedindo. O botão de ACORDO ficou verde e mostra que aceitar o negócio agora aumentará sua reputação. Clique no botão verde para aceitar o acordo."
"tu-villageLeave","É hora de sair da aldeia e continuar procurando nosso navio."
"tu-villageReach","Aldeias Nativas são um dos locais mais importantes para visitar em cada expedição. Mova-se para a aldeia e entre nela."
"tu-villageRest","Aqui você pode descansar, negociar ou recrutar aldeões para participar de sua expedição. Você deveria descansar agora."
"tu-volcanoFlee","Fuja da explosão vulcânica e siga na direção indicada pela sua bússola."
"tut-1","Ó meu Deus, onde estou?"
"tut-2","Eu provavelmente deveria seguir caminho."
"tut-finish-reply","[Estou feliz por ter sobrevivido a isso.|Isso significa que podemos voltar para casa agora?|Por favor, nunca mais façamos isso.|Já obtive minha cota de explorações.|Já estou farto de explorar.|Sem chance de eu fazer isso de novo.|Pior expedição de todos os tempos!]"
"tut-finish","[Bom trabalho pessoal.|Para o Clube de Exploradores!|O verdadeiro Curious Expeditions começa aqui.|Eu sempre soube que iria conseguir.]"
"tut-shipArrival-1","[Eu pensei que nunca mais veríamos você.|Oh olhe, lá está o Charles!|Oh, Senhor Darwin voltou!|Ele está de volta!|Darwin, você está vivo!|Olha quem está de volta!]"
"tut-shipArrival-2","[Eu tenho que admitir que não percebi que ele tinha ido embora.|O que aconteceu?|Ele tinha ido embora?|Isso significa que temos que partir agora?|Eu estava na esperança que pudéssemos simplesmente ir embora de novo.|Nós pensamos que você tivesse morrido.]"
